sample_idx,mode,architecture,xai_method,gradcam_target,layer,true_label,pred_label,target_label,corr_pca_xai,soft_iou_pca_xai,nmi_pca_xai,lsas,lsas_pca_center,lsas_xai_center,lsas_shuffled
217,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,8,8,0.17017078399658203,0.11925928294658661,0.11128535579447199,0.14471503347158432,0.008137091994285583,0.14100607484579086,0.1752529926598072
218,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,0,0,0.35078510642051697,0.5174051523208618,0.1599214155994415,0.4340951293706894,0.30031920224428177,0.5571151673793793,0.4097525626420975
219,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,7,7,0.2461477369070053,0.46992596983909607,0.08762154097061528,0.3580368533730507,0.2874559983611107,0.08868532627820969,0.11519624292850494
220,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,9,9,0.3556138575077057,0.19386878609657288,0.09188513291104923,0.2747413218021393,0.44359681010246277,0.32229240238666534,0.2811570391058922
221,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,2,2,-0.3666210174560547,0.3409286439418793,0.10209415900255153,-0.012846186757087708,0.18958728574216366,0.07503911852836609,0.0063782259821891785
222,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,5,5,0.2846622169017792,0.20516593754291534,0.08548006625211617,0.24491407722234726,0.43819689750671387,0.23883704841136932,0.19635911285877228
223,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,2,2,0.756125807762146,0.24832092225551605,0.14134381828485787,0.502223365008831,0.6123383641242981,0.3973776698112488,0.29176536202430725
224,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,7,7,0.533331036567688,0.27401840686798096,0.1317311909115856,0.4036747217178345,0.12075810134410858,-0.06477705389261246,-0.05540071427822113
225,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,9,9,-0.017264584079384804,0.19636759161949158,0.09408420755774492,0.08955150377005339,0.1865568608045578,0.3050939738750458,-0.02192385494709015
226,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,4,4,0.7861631512641907,0.2088414430618286,0.20682422275197582,0.49750229716300964,-0.03402318060398102,-0.11450830474495888,-0.026820681989192963
227,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,6,6,0.7358136773109436,0.17938169836997986,0.15365289837899104,0.45759768784046173,0.2300630782265216,0.04554883111268282,0.20367560908198357
228,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,0,0,0.507830798625946,0.1259451061487198,0.12586019708285895,0.3168879523873329,0.20541683118790388,0.2805827185511589,0.32338961958885193
229,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,8,8,-0.3801593780517578,0.36721116304397583,0.09103950068781057,-0.006474107503890991,0.33527545630931854,0.12971913442015648,0.08563410118222237
230,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,5,5,-0.20173797011375427,0.5024069547653198,0.1049543974732881,0.15033449232578278,0.24520083039533347,0.16111718118190765,0.21165691083297133
231,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,9,9,0.3037341833114624,0.16293585300445557,0.09314456383674853,0.23333501815795898,0.15492327511310577,0.14826496690511703,0.03609241545200348
232,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,5,5,-0.16415473818778992,0.42966321110725403,0.1044840042892059,0.13275423645973206,0.23546801833435893,0.1752872393699363,0.17117323726415634
233,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,8,8,0.2546757459640503,0.40086299180984497,0.10723372245387448,0.32776936888694763,-0.06506183743476868,0.019961118698120117,0.02747945860028267
234,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,8,8,-0.14639754593372345,0.4643537700176239,0.138478861909366,0.15897811204195023,0.11216918379068375,0.4865723103284836,0.16387329250574112
235,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.5941106081008911,0.2485167533159256,0.1508780419663734,0.42131368070840836,0.5510219931602478,0.3083462566137314,0.2747293636202812
236,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,4,4,0.5754196047782898,0.4910711348056793,0.09704805055899379,0.5332453697919846,0.27005384862422943,0.24838736280798912,0.21786091104149818
237,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,9,9,-0.28241413831710815,0.2072826772928238,0.13249021611111006,-0.03756573051214218,-0.0007546991109848022,0.22648493200540543,-0.012673482298851013
238,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,5,5,0.5437802672386169,0.2257215678691864,0.14199730158125926,0.3847509175539017,0.2609645910561085,0.18314621597528458,0.08357243239879608
239,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,3,3,0.4460093080997467,0.2113901674747467,0.1340256628775604,0.3286997377872467,0.41307882964611053,0.4359506517648697,-0.00039768218994140625
240,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,1,1,-0.10717899352312088,0.4605286717414856,0.10141123645197532,0.17667483910918236,0.5731732547283173,0.06320369243621826,0.4568197578191757
241,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,4,4,0.1975635588169098,0.47898703813552856,0.09295804686419468,0.3382752984762192,0.31586797535419464,0.2034531133249402,0.07719650119543076
242,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,7,7,-0.35933732986450195,0.5058858394622803,0.11207365875095252,0.07327425479888916,0.040449440479278564,0.1866033971309662,0.036271100863814354
243,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,9,9,0.2019316554069519,0.18625801801681519,0.10230946100281385,0.19409483671188354,0.17589230462908745,0.1356893740594387,0.0889609046280384
244,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.4675613343715668,0.3358238637447357,0.13063384396491415,0.40169259905815125,0.41124285757541656,0.43999993801116943,0.1516103744506836
245,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,1,1,0.43944764137268066,0.3564354479312897,0.13117764282064945,0.39794154465198517,-0.06383998692035675,0.014080889523029327,-0.07115889340639114
246,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,6,6,-0.06809919327497482,0.15326355397701263,0.08693559983124399,0.042582180351018906,0.4961208254098892,0.07782557560130954,0.1762963980436325
247,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,8,8,0.3300541043281555,0.4410991668701172,0.17641584445934147,0.38557663559913635,0.11823378503322601,0.22397293522953987,0.1312047280371189
248,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,2,2,0.40157365798950195,0.30118414759635925,0.10256566058958234,0.3513789027929306,0.42657946050167084,0.08779346384108067,0.09197090240195394
249,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,5,5,-0.5371008515357971,0.29772743582725525,0.1490280984692263,-0.11968670785427094,0.563588947057724,0.056966401636600494,0.360819473862648
250,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,7,7,0.5622873306274414,0.16306070983409882,0.10102062894091209,0.3626740202307701,0.47453929483890533,0.3337443321943283,0.44141602516174316
251,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,3,3,0.7712985277175903,0.3000200688838959,0.18597478089862943,0.5356592983007431,0.505694106221199,0.3561329245567322,0.11504616937600076
252,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,7,7,0.12766499817371368,0.2549416422843933,0.08160481394441765,0.1913033202290535,0.15467114746570587,-0.164858840405941,0.11209116503596306
253,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,9,9,0.06127292290329933,0.2858670949935913,0.08986805815780419,0.17357000894844532,0.18357057869434357,-0.07262267917394638,0.2749996781349182
254,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,4,4,0.3287060260772705,0.17399978637695312,0.08879879552272346,0.2513529062271118,0.21510189771652222,0.12625905871391296,0.07263737171888351
255,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,8,8,0.6390368342399597,0.18508382141590118,0.11445505582167992,0.41206032782793045,0.4488478749990463,0.3815828487277031,0.17386074922978878
256,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,5,5,0.4025360643863678,0.39372730255126953,0.09597750973144671,0.39813168346881866,0.31404078751802444,0.32832397520542145,0.12786084413528442
257,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.5278017520904541,0.26214802265167236,0.17745475076658804,0.39497488737106323,-0.11324214935302734,0.015827760100364685,0.10685192048549652
258,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.29948216676712036,0.28017568588256836,0.1367826071838495,0.28982892632484436,-0.1705121099948883,-0.08100190758705139,0.19746864587068558
259,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,1,1,-0.2828170657157898,0.20393253862857819,0.08891886730048848,-0.039442263543605804,0.06297224760055542,0.23861847072839737,-0.047668976709246635
260,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,5,5,0.09213203936815262,0.39992621541023254,0.12447811700237553,0.24602912738919258,0.3510412126779556,-0.08541667461395264,0.20281893014907837
261,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,1,1,-0.21840928494930267,0.39688339829444885,0.09404159597757923,0.08923705667257309,0.1080155000090599,0.21974614635109901,-0.035967983305454254
262,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,8,8,0.0825771614909172,0.36874687671661377,0.1177334191898258,0.2256620191037655,0.4129144847393036,0.4785567969083786,0.18050617165863514
263,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,9,9,0.04301178827881813,0.2287559062242508,0.06511532663151604,0.13588384725153446,-0.03401261568069458,-0.019559703767299652,0.04579000174999237
264,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.7372581958770752,0.268562376499176,0.15707248111445576,0.5029102861881256,0.41842682659626007,0.26655909419059753,0.11023911833763123
265,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,8,8,0.47844743728637695,0.527009904384613,0.16212893945898837,0.502728670835495,0.10722790658473969,0.09472156316041946,0.025631405413150787
266,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,8,8,0.43076735734939575,0.21746733784675598,0.09793037517750487,0.32411734759807587,0.16914433240890503,0.17098326981067657,0.22855049464851618
267,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,4,4,-0.24453303217887878,0.3942941427230835,0.0974569294785251,0.07488055527210236,0.11422969400882721,0.25126804411411285,0.09503444284200668
268,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,5,5,0.25506332516670227,0.2933083474636078,0.1294906734288848,0.27418583631515503,0.02107207477092743,-0.03701762109994888,-0.12602289021015167
269,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,5,5,0.7166012525558472,0.43605244159698486,0.13858327279587057,0.576326847076416,0.7248913943767548,0.5255344063043594,0.1902628242969513
270,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,6,6,0.24132953584194183,0.32660382986068726,0.10814028923059481,0.28396668285131454,-0.07909905910491943,0.04443811625242233,0.22464999929070473
271,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,6,6,0.10379181802272797,0.17036928236484528,0.0952401905812385,0.13708055019378662,0.1828865297138691,0.13813207298517227,0.20151305198669434
272,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.08914464712142944,0.4892600178718567,0.07312234850213116,0.28920233249664307,0.15819206461310387,0.12550875172019005,0.12988943606615067
273,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,3,3,0.23296666145324707,0.5781508088111877,0.14094851509479542,0.4055587351322174,0.46237027645111084,0.10959217697381973,0.12464641779661179
274,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,8,8,0.5767799019813538,0.2563000023365021,0.14915905351057268,0.4165399521589279,0.16784920543432236,0.1631784476339817,0.21469607949256897
275,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,3,3,0.4832906723022461,0.15831992030143738,0.1017500124964396,0.32080529630184174,0.48169513046741486,0.345110222697258,0.14941444236319512
276,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,-0.28798043727874756,0.25240370631217957,0.09432123001292338,-0.017788365483283997,0.26197192817926407,0.01064753532409668,0.0387430265545845
277,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,2,2,-0.09966418147087097,0.36255618929862976,0.08902841289139057,0.1314460039138794,0.10418827831745148,0.3281257599592209,0.3494179956614971
278,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,4,4,0.22576966881752014,0.13196489214897156,0.06689280810285374,0.17886728048324585,0.4568001478910446,0.3326082080602646,0.10786888003349304
279,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,3,3,0.23677167296409607,0.46789127588272095,0.11047219909093424,0.3523314744234085,0.4726592004299164,0.44477035105228424,0.06007257103919983
280,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,7,7,0.23902946710586548,0.2879929542541504,0.08885709500854393,0.26351121068000793,0.3457295671105385,0.12960927071981132,0.09587212651968002
281,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,7,7,0.14217858016490936,0.4002704918384552,0.10021302986893112,0.2712245360016823,0.4618836045265198,0.19090376794338226,0.4371810406446457
282,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.7931685447692871,0.30698150396347046,0.14646767126257562,0.5500750243663788,0.6507784426212311,0.5230620056390762,0.28271353989839554
283,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,0,0,0.23881740868091583,0.39151236414909363,0.15217861562972781,0.31516488641500473,0.24483785778284073,0.5478425770998001,0.25014828145504
284,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,8,8,0.3755548894405365,0.1720767766237259,0.12293639704038124,0.2738158330321312,0.14031186699867249,0.19050142914056778,0.34793412685394287
285,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,9,9,0.06662952154874802,0.20244400203227997,0.09245462487474736,0.134536761790514,0.21983890980482101,0.03771473467350006,0.2956002876162529
286,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,0,0,0.22858236730098724,0.4244385063648224,0.09318958955466942,0.3265104368329048,0.4282057583332062,0.35908448696136475,0.40929706394672394
287,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.04650135338306427,0.41373172402381897,0.18826808146636878,0.23011653870344162,0.30660517513751984,0.41185174882411957,0.31199728325009346
288,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,5,5,0.44283121824264526,0.2185567021369934,0.13666317648604884,0.33069396018981934,0.38824355602264404,0.3539359122514725,0.2702169269323349
289,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,8,8,0.235280841588974,0.10393692553043365,0.0843233780148237,0.16960888355970383,0.26975635066628456,0.14197403192520142,-0.016959771513938904
290,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,1,1,0.1554540991783142,0.21011477708816528,0.07267042898393045,0.18278443813323975,0.22839378053322434,0.03389529138803482,0.10182563215494156
291,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,2,2,0.8251133561134338,0.510765790939331,0.15914798712527053,0.6679395735263824,0.4505196362733841,0.430845707654953,0.25182880833745
292,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,4,4,0.3694303631782532,0.455285906791687,0.09021991159125964,0.4123581349849701,0.292624868452549,0.017468512058258057,0.11081897839903831
293,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,8,8,-0.0954846441745758,0.20434406399726868,0.08156044248626472,0.054429709911346436,0.2705593481659889,0.02607773244380951,0.1272609680891037
294,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,5,5,0.46446293592453003,0.2803807854652405,0.10583517657546904,0.37242186069488525,0.37097524106502533,0.016227014362812042,0.017502084374427795
295,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,4,4,0.46389415860176086,0.34214404225349426,0.14333614617260906,0.40301910042762756,0.422111913561821,0.07784566469490528,-0.025957688689231873
296,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.792529284954071,0.6420102119445801,0.1496986461563976,0.7172697484493256,-0.054830849170684814,-0.06292884051799774,-0.004008084535598755
297,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.5740035176277161,0.20092391967773438,0.18517584763003914,0.3874637186527252,0.5696869194507599,0.20489650964736938,0.09079106152057648
298,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.4893062710762024,0.2160988599061966,0.1369111867687642,0.3527025654911995,0.5334143936634064,0.3016950637102127,0.02788645029067993
299,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.07287091761827469,0.3920222520828247,0.050022123010765175,0.2324465848505497,0.5650857388973236,0.27383673936128616,0.03147026151418686
300,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,-0.2348848283290863,0.24080824851989746,0.0959438227434676,0.0029617100954055786,0.2542509827762842,-0.07584868371486664,0.07592721283435822
301,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.5927380919456482,0.16469980776309967,0.11274711398436552,0.37871894985437393,0.26346487551927567,0.1762748658657074,0.2513967826962471
302,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,7,7,0.4482409656047821,0.20065061748027802,0.09693882003228363,0.32444579154253006,0.4449250102043152,0.26785412430763245,0.2817656174302101
303,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,8,8,0.37772905826568604,0.47164517641067505,0.10772271426522216,0.42468711733818054,0.30460982769727707,0.18927220976911485,0.32703784108161926
304,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,4,4,0.4067786931991577,0.4911949336528778,0.09259460555165483,0.44898681342601776,0.5166163146495819,0.504486694931984,0.3773860037326813
305,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,0,0,0.5903812646865845,0.16670958697795868,0.1671536678027068,0.3785454258322716,0.2125713713467121,0.034221336245536804,0.2120739221572876
306,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,8,8,0.35318294167518616,0.260385125875473,0.11078943037709404,0.3067840337753296,0.142709881067276,0.06011326611042023,0.18744271621108055
307,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,0,0,0.7048569917678833,0.22887977957725525,0.1467927213918602,0.4668683856725693,0.4273846298456192,0.36880551278591156,0.16513310000300407
308,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,1,1,-0.00651554623618722,0.2798112630844116,0.09031976972568485,0.1366478584241122,0.15820156782865524,-0.0977005660533905,0.07174668088555336
309,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,4,4,0.6254922151565552,0.5643323063850403,0.1302561963655883,0.5949122607707977,0.4654497355222702,0.281443253159523,0.12580306269228458
310,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,8,8,0.7059688568115234,0.27648720145225525,0.1702502854487409,0.49122802913188934,0.2207260625436902,0.19007223844528198,0.0724246222525835
311,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,-0.2771720886230469,0.274352103471756,0.07215959797260761,-0.0014099925756454468,0.40742598474025726,0.046631231904029846,-0.07770564034581184
312,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,0,0,0.6072049140930176,0.24106357991695404,0.18292429875279076,0.4241342470049858,0.5549329370260239,0.2560722231864929,0.19647856801748276
313,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.7641432881355286,0.2118176966905594,0.11634172138124668,0.487980492413044,0.286424957215786,0.21292395517230034,0.3238920122385025
314,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,5,5,0.556621253490448,0.3284340798854828,0.128072879176056,0.4425276666879654,0.3483273833990097,0.4133233577013016,0.4390207827091217
315,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.8439186811447144,0.3051132261753082,0.20426224591709802,0.5745159536600113,0.7157570719718933,0.5788587778806686,0.3506537824869156
316,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,7,7,-0.09422856569290161,0.34901705384254456,0.15377586097784837,0.12739424407482147,0.305063895881176,0.17517221928574145,0.20678498968482018
317,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,7,7,-0.024811655282974243,0.3140562176704407,0.09005334262137067,0.14462228119373322,0.21401370223611593,0.19073224812746048,0.1635531485080719
318,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,5,5,0.6206378936767578,0.1904182732105255,0.11852953545901937,0.40552808344364166,0.04185160994529724,0.0765446862205863,-0.07829949259757996
319,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,5,5,0.14302879571914673,0.11303795129060745,0.06311278451197581,0.1280333735048771,0.3644627034664154,0.06439883634448051,0.10827179998159409
320,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,2,2,0.5869249701499939,0.415630578994751,0.14438538406504334,0.5012777745723724,0.30484600365161896,-0.005038544535636902,0.11448797024786472
321,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,5,5,-0.13339194655418396,0.20242808759212494,0.0998768639295568,0.03451807051897049,0.5207760483026505,0.003515005111694336,0.17827917635440826
322,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,6,6,0.2692321836948395,0.3123322129249573,0.10923978361311636,0.2907821983098984,0.34516366571187973,0.3743278831243515,0.2611706107854843
323,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,4,4,-0.058454062789678574,0.32436037063598633,0.14729572611351735,0.13295315392315388,0.18831603229045868,-0.08888591825962067,0.13747415132820606
324,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,3,3,0.7589786648750305,0.5349592566490173,0.14002452970650897,0.6469689607620239,0.34106093645095825,0.4129849076271057,0.17775268107652664
325,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,9,9,-0.0964512750506401,0.412596195936203,0.08747646642150042,0.15807246044278145,0.21801954205147922,-0.08970469236373901,0.31955456733703613
326,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,0,0,0.4604036808013916,0.2401307374238968,0.13335030830809766,0.3502672091126442,0.016649842262268066,-0.06469137966632843,0.13106874376535416
327,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,6,6,0.5886269211769104,0.4561033844947815,0.12073060115696278,0.522365152835846,0.21157467365264893,-0.008471876382827759,-0.06909386068582535
328,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,0,0,0.5642726421356201,0.296781450510025,0.12877065547599398,0.43052704632282257,0.4128885269165039,0.17027194052934647,0.10384373739361763
329,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.5576934814453125,0.29849448800086975,0.1086385065353025,0.4280939847230911,-0.04282906651496887,0.0375073105096817,0.1770961806178093
330,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,1,5,5,0.5528584122657776,0.5860474705696106,0.1381635480411013,0.5694529414176941,0.25096078822389245,0.18487469293177128,0.3711646646261215
331,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,0,0,0.08433119207620621,0.197727233171463,0.0888811669498754,0.1410292126238346,-0.00038208067417144775,0.15320447273552418,0.05484534054994583
332,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,6,6,0.28593310713768005,0.426870197057724,0.09108562970517149,0.356401652097702,0.21532654017210007,-0.02507580816745758,0.1620498187839985
333,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.30218520760536194,0.1449795365333557,0.05882871883905014,0.22358237206935883,-0.11756013333797455,0.037781525403261185,0.46400344371795654
334,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.535391092300415,0.24090035259723663,0.11957786393672062,0.38814572244882584,0.09021121263504028,0.10169973410665989,0.22827184200286865
335,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,9,1,1,0.04787715896964073,0.2631774842739105,0.09387431515440302,0.15552732162177563,0.13258517533540726,-0.03155864030122757,0.3321986347436905
336,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,3,2,2,-0.07310288399457932,0.35341736674308777,0.0988791951476782,0.14015724137425423,0.03892788290977478,0.2702137529850006,0.04856947809457779
337,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,8,8,-0.4767809510231018,0.4435574412345886,0.13970223137238005,-0.016611754894256592,0.03520120680332184,0.10439074039459229,0.09243914484977722
338,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,0,0,0,0.525935173034668,0.1218927651643753,0.10543463454345706,0.32391396909952164,0.6105528473854065,0.22633810341358185,0.23811503872275352
339,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,7,0,0,0.4225948452949524,0.3977523446083069,0.10318270427071119,0.41017359495162964,0.24765395186841488,0.3416856378316879,0.2239835262298584
340,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,6,6,0.4195520281791687,0.2185923010110855,0.08697379181147634,0.3190721645951271,0.17459028959274292,-0.019994564354419708,0.12518136203289032
341,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,6,6,6,0.0925152599811554,0.4063311517238617,0.08797167866310045,0.24942320585250854,0.28206072375178337,-0.08005665242671967,0.0998816229403019
342,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,2,2,2,0.841015636920929,0.2577154040336609,0.21564662928221875,0.5493655204772949,0.5700124353170395,0.3459140174090862,0.4638342261314392
343,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,5,5,0.5470434427261353,0.14689989387989044,0.1060131917371165,0.34697166830301285,0.26908666640520096,-0.0716952532529831,0.12336751911789179
344,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,8,8,8,0.4435143768787384,0.2082986831665039,0.1227131305689018,0.32590653002262115,0.13886696845293045,0.007752209901809692,0.3725730776786804
345,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,5,5,5,0.5559023022651672,0.21294236183166504,0.1283266976971542,0.38442233204841614,0.21191674936562777,0.22837017476558685,0.05331799387931824
346,vit_lejepa,vit_tiny_cifar,token_gradient,predicted,blocks.4,4,7,7,0.35338106751441956,0.1514866203069687,0.07534737277884637,0.2524338439106941,0.22120549902319908,0.34701134264469147,0.08629401493817568
